TimeUS,Alt,Airspeed,GroundSpeed,Roll,Pitch,ThrOut,Volt,Curr,SolarW,TurbineW,MastMM,Temp
2571500000,508.419,10.550,13.394,2.989,-0.842,0.010,12.340,-1.617,27.390,0.000,0.000,11.684
2572000000,508.037,10.697,12.608,-0.039,3.078,0.014,12.440,-1.652,29.162,0.000,0.000,11.739
2572500000,508.095,10.052,13.202,3.038,2.476,0.000,12.409,-1.363,25.420,0.000,0.000,11.611
2573000000,507.629,10.290,12.885,4.317,-1.818,0.000,12.393,-1.673,28.017,0.000,0.000,11.776
2573500000,507.614,10.163,12.309,6.278,0.625,0.007,12.420,-1.418,26.258,0.000,0.000,11.244
2574000000,507.669,10.434,13.292,2.253,2.140,0.012,12.433,-1.651,27.816,0.000,0.000,11.831
2574500000,507.094,10.285,12.654,-10.019,0.659,0.000,12.441,-1.567,27.878,0.000,0.000,11.899
2575000000,507.285,10.561,12.439,4.512,1.515,0.004,12.391,-1.474,26.617,0.000,0.000,11.648
2575500000,507.317,10.380,11.508,9.854,3.636,0.000,12.391,-1.489,26.364,0.000,0.000,11.889
2576000000,507.327,10.404,12.337,11.172,3.535,0.000,12.416,-1.576,27.544,0.000,0.000,11.805
2576500000,506.769,10.120,13.330,-6.364,3.050,0.003,12.410,-1.547,27.204,0.000,0.000,11.558
2577000000,507.176,10.285,12.050,8.906,0.231,0.012,12.417,-1.603,28.028,0.000,0.000,11.114
2577500000,506.145,10.203,12.410,2.192,3.426,0.010,12.420,-1.800,30.060,0.000,0.000,12.265
2578000000,506.463,10.341,13.513,8.768,2.028,0.004,12.415,-1.673,28.252,0.000,0.000,11.946
2578500000,506.098,10.271,12.944,1.950,1.548,0.000,12.392,-1.555,27.617,0.000,0.000,11.752
2579000000,505.662,10.351,11.739,-4.606,3.105,0.000,12.385,-1.682,27.517,0.000,0.000,12.224
2579500000,506.134,10.512,12.731,9.578,1.812,0.011,12.376,-1.787,28.906,0.000,0.000,11.512
2580000000,505.970,10.598,12.876,0.812,-0.024,0.000,12.414,-1.526,27.373,0.000,0.000,11.906
2580500000,506.117,10.606,12.118,8.507,1.433,0.000,12.385,-1.513,27.665,0.000,0.000,11.561
2581000000,505.624,10.369,12.478,3.373,1.644,0.000,12.412,-1.613,28.234,0.000,0.000,11.532
2581500000,506.084,10.642,12.253,5.366,2.591,0.016,12.395,-1.650,28.496,0.000,0.000,12.324
2582000000,505.779,10.867,13.151,1.315,2.736,0.000,12.404,-1.608,27.708,0.000,0.000,11.391
2582500000,505.914,10.663,11.890,4.477,0.170,0.000,12.422,-1.619,27.392,0.000,0.000,11.350
2583000000,505.317,10.519,13.123,4.028,3.845,0.003,12.380,-1.545,27.004,0.000,0.000,12.275
2583500000,505.410,10.720,13.025,-7.875,-0.184,0.000,12.364,-1.635,28.252,0.000,0.000,11.516
2584000000,505.167,10.593,12.928,-12.585,-0.004,0.023,12.410,-1.602,28.603,0.000,0.000,12.043
2584500000,505.052,10.321,12.775,7.116,2.054,0.000,12.432,-1.641,27.702,0.000,0.000,12.314
2585000000,504.319,10.517,11.419,-4.288,2.754,0.000,12.391,-1.659,28.056,0.000,0.000,11.745
2585500000,504.510,10.567,11.799,-1.596,2.708,0.000,12.427,-1.637,27.875,0.000,0.000,11.638
2586000000,504.528,10.555,12.802,-4.526,4.014,0.009,12.369,-1.565,27.696,0.000,0.000,11.793
2586500000,504.242,10.797,11.804,-1.794,2.500,0.000,12.381,-1.656,28.379,0.000,0.000,11.501
2587000000,504.366,10.746,11.988,5.841,4.243,0.003,12.414,-1.740,29.681,0.000,0.000,12.202
2587500000,503.981,10.666,12.701,-3.761,1.307,0.000,12.413,-1.567,26.831,0.000,0.000,12.137
2588000000,504.586,10.678,13.151,0.377,2.754,0.000,12.377,-1.608,27.609,0.000,0.000,11.542
2588500000,504.262,10.872,13.031,-8.558,1.453,0.000,12.423,-1.675,29.129,0.000,0.000,11.620
2589000000,503.194,10.813,12.809,-5.367,1.169,0.000,12.425,-1.500,27.201,0.000,0.000,11.537
2589500000,503.350,10.631,12.620,11.338,3.630,0.000,12.382,-1.627,27.139,0.000,0.000,11.614
2590000000,503.124,10.501,12.630,-3.155,1.236,0.003,12.387,-1.648,28.519,0.000,0.000,12.289
2590500000,503.507,10.453,13.147,11.576,2.975,0.009,12.403,-1.637,27.675,0.000,0.000,11.573
2591000000,503.820,10.452,13.049,-0.088,2.129,0.009,12.434,-1.672,28.679,0.000,0.000,11.274
2591500000,503.009,10.516,12.600,7.180,1.294,0.006,12.408,-1.530,27.284,0.000,0.000,12.231
2592000000,502.586,10.049,11.901,2.845,2.418,0.000,12.444,-1.512,27.784,0.000,0.000,11.330
2592500000,502.746,9.927,13.302,-4.654,1.214,0.000,12.398,-1.457,25.649,0.000,0.000,11.397
2593000000,502.679,10.455,13.341,6.693,1.474,0.011,12.426,-1.505,27.224,0.000,0.000,11.999
2593500000,502.679,10.232,12.924,2.918,0.943,0.005,12.361,-1.787,29.265,0.000,0.000,11.324
2594000000,501.652,10.983,13.320,-16.280,0.270,0.000,12.420,-1.591,28.082,0.000,0.000,11.725
2594500000,501.516,10.477,13.329,-0.705,4.701,0.000,12.369,-1.493,26.672,0.000,0.000,12.291
2595000000,501.619,10.714,11.856,14.280,1.538,0.001,12.437,-1.698,29.531,0.000,0.000,11.811
2595500000,501.957,10.626,12.531,3.955,2.378,0.000,12.400,-1.566,28.232,0.000,0.000,12.321
2596000000,501.879,10.147,12.274,0.761,2.872,0.021,12.444,-1.757,29.287,0.000,0.000,11.651
2596500000,501.639,10.253,11.920,-1.756,2.192,0.000,12.389,-1.687,28.990,0.000,0.000,11.041
2597000000,501.498,10.423,13.201,0.677,0.141,0.000,12.397,-1.749,29.114,0.000,0.000,11.157
2597500000,501.000,10.210,12.335,-10.385,-0.338,0.000,12.366,-1.518,27.388,0.000,0.000,12.348
2598000000,500.841,10.711,12.847,-9.619,1.698,0.000,12.412,-1.710,28.673,0.000,0.000,11.936
2598500000,501.063,10.333,12.111,2.278,0.432,0.000,12.390,-1.547,27.784,0.000,0.000,11.892
2599000000,500.389,10.372,12.706,9.450,-0.138,0.000,12.424,-1.718,29.866,0.000,0.000,12.019
2599500000,500.714,10.445,12.938,-4.311,1.950,0.000,12.403,-1.397,25.749,0.000,0.000,12.124
2600000000,500.668,10.748,12.562,-1.537,2.513,0.000,12.421,-1.699,28.731,0.000,0.000,11.947
2600500000,500.348,10.170,12.636,5.978,2.988,0.000,12.367,-1.576,27.638,0.000,0.000,11.924
2601000000,500.260,10.213,12.893,7.109,2.781,0.014,12.409,-1.598,27.569,0.000,0.000,12.216
2601500000,500.343,10.709,13.102,0.725,1.989,0.005,12.398,-1.591,28.118,0.000,0.000,11.733
2602000000,499.862,10.492,12.864,7.200,2.331,0.015,12.373,-1.683,28.853,0.000,0.000,11.938
2602500000,499.691,10.414,11.559,-5.896,3.109,0.001,12.421,-1.623,27.881,0.000,0.000,11.837
2603000000,499.086,10.544,12.180,-9.256,1.368,0.000,12.385,-1.734,28.909,0.000,0.000,11.573
2603500000,498.279,11.056,12.176,-2.306,2.047,0.000,12.417,-1.721,28.563,0.000,0.000,12.335
2604000000,498.554,10.481,12.700,2.206,4.361,0.003,12.398,-1.786,29.393,0.000,0.000,11.335
2604500000,498.432,10.427,12.265,3.013,3.042,0.000,12.415,-1.456,25.937,0.000,0.000,12.147
2605000000,498.462,10.652,11.880,-11.212,2.441,0.022,12.408,-1.683,28.687,0.000,0.000,11.345
2605500000,498.358,10.144,13.049,4.783,2.365,0.000,12.380,-1.670,28.124,0.000,0.000,11.606
2606000000,498.349,10.596,12.574,-8.772,-0.256,0.000,12.393,-1.498,26.992,0.000,0.000,12.016
2606500000,498.233,11.004,13.633,0.364,1.248,0.030,12.400,-1.659,27.983,0.000,0.000,11.331
2607000000,497.657,10.279,12.392,11.247,1.637,0.000,12.400,-1.568,28.061,0.000,0.000,11.643
2607500000,498.371,10.833,12.697,-3.539,-1.073,0.011,12.402,-1.746,29.421,0.000,0.000,11.820
2608000000,497.281,10.742,13.026,-0.178,1.719,0.002,12.399,-1.593,27.230,0.000,0.000,11.855
2608500000,497.341,10.553,12.758,-9.014,1.297,0.000,12.407,-1.631,27.538,0.000,0.000,11.864
2609000000,497.431,10.292,13.023,-5.826,0.759,0.000,12.411,-1.661,28.455,0.000,0.000,11.999
2609500000,496.821,10.430,12.790,-13.911,2.292,0.000,12.431,-1.550,26.811,0.000,0.000,12.415
2610000000,496.723,11.183,12.524,-0.074,4.433,0.000,12.395,-1.786,29.267,0.000,0.000,11.567
2610500000,496.578,10.830,12.072,-11.195,3.625,0.000,12.384,-1.750,29.146,0.000,0.000,12.027
2611000000,496.608,10.628,13.178,14.182,1.615,0.000,12.409,-1.534,26.884,0.000,0.000,12.027
2611500000,496.123,10.717,12.690,7.460,1.359,0.002,12.465,-1.638,27.978,0.000,0.000,11.841
2612000000,496.421,10.443,12.912,-4.036,0.380,0.000,12.411,-1.557,26.744,0.000,0.000,12.146
2612500000,495.175,10.589,12.065,-8.610,4.020,0.014,12.404,-1.750,29.290,0.000,0.000,11.485
2613000000,496.256,10.070,12.892,-2.564,0.076,0.000,12.423,-1.437,25.730,0.000,0.000,11.963
2613500000,495.114,10.089,12.946,-9.153,1.814,0.000,12.372,-1.734,29.079,0.000,0.000,12.073
2614000000,495.271,10.164,13.235,12.118,4.797,0.001,12.436,-1.563,27.676,0.000,0.000,11.667
2614500000,494.710,10.970,12.825,0.815,3.878,0.001,12.393,-1.631,27.641,0.000,0.000,11.858
2615000000,494.208,10.850,13.477,6.306,1.685,0.016,12.408,-1.429,26.459,0.000,0.000,11.449
2615500000,494.353,10.413,12.207,10.338,1.840,0.002,12.392,-1.663,27.607,0.000,0.000,11.594
2616000000,493.790,10.536,13.550,2.035,4.483,0.005,12.421,-1.742,28.571,0.000,0.000,12.055
2616500000,493.514,10.379,13.025,-2.955,0.180,0.000,12.393,-1.564,27.474,0.000,0.000,11.735
2617000000,492.555,10.581,11.642,12.461,1.006,0.000,12.420,-1.483,26.691,0.000,0.000,11.795
2617500000,492.658,10.280,12.277,16.364,3.076,0.016,12.399,-1.650,27.928,0.000,0.000,11.782
2618000000,493.597,10.549,13.505,7.398,-0.098,0.000,12.398,-1.541,27.391,0.000,0.000,11.717
2618500000,492.672,10.624,12.682,-5.393,1.059,0.020,12.403,-1.619,27.914,0.000,0.000,12.379
2619000000,492.949,10.157,13.381,-1.969,4.101,0.000,12.434,-1.591,27.028,0.000,0.000,11.874
2619500000,492.482,10.391,12.823,-10.735,4.422,0.004,12.383,-1.886,29.858,0.000,0.000,11.838
2620000000,491.809,10.353,12.126,-2.786,1.987,0.013,12.401,-1.731,30.124,0.000,0.000,11.715
2620500000,491.370,10.453,12.965,6.354,1.440,0.010,12.382,-1.615,28.094,0.000,0.000,11.384
2621000000,491.475,10.042,13.028,10.149,2.535,0.003,12.433,-1.612,28.301,0.000,0.000,11.823
2621500000,491.447,10.683,13.098,-12.667,0.854,0.000,12.394,-1.700,29.277,0.000,0.000,11.493
2622000000,490.743,10.497,12.455,0.823,2.763,0.011,12.401,-1.552,28.205,0.000,0.000,11.623
2622500000,490.859,10.026,12.896,2.586,1.701,0.008,12.407,-1.862,30.361,0.000,0.000,12.117
2623000000,491.141,10.190,13.552,-1.366,1.284,0.000,12.376,-1.727,29.592,0.000,0.000,11.650
2623500000,490.322,10.197,12.336,-3.669,0.462,0.000,12.367,-1.616,27.730,0.000,0.000,11.658
2624000000,489.669,10.561,12.975,3.840,3.162,0.003,12.381,-1.662,28.955,0.000,0.000,12.001
2624500000,490.033,10.291,12.438,-2.510,0.669,0.006,12.377,-1.623,27.858,0.000,0.000,11.672
2625000000,489.776,10.463,13.255,0.160,0.122,0.001,12.387,-1.806,28.669,0.000,0.000,11.219
2625500000,489.724,9.985,13.171,-5.674,1.141,0.000,12.400,-1.481,26.725,0.000,0.000,12.099
2626000000,488.555,10.690,13.341,-9.225,1.641,0.000,12.438,-1.661,27.371,0.000,0.000,11.685
2626500000,488.752,11.008,13.163,11.152,-0.726,0.017,12.404,-1.866,30.882,0.000,0.000,12.316
2627000000,489.008,10.427,13.236,-2.491,0.006,0.004,12.400,-1.588,28.444,0.000,0.000,12.106
2627500000,488.109,10.643,12.767,1.560,1.444,0.000,12.408,-1.415,26.399,0.000,0.000,11.851
2628000000,487.810,10.408,13.027,1.961,4.283,0.020,12.413,-1.745,29.518,0.000,0.000,11.763
2628500000,487.081,11.013,11.704,8.390,3.140,0.005,12.404,-1.528,27.443,0.000,0.000,11.522
2629000000,487.490,10.813,12.342,3.217,-1.009,0.007,12.413,-1.474,25.978,0.000,0.000,11.832
2629500000,486.879,10.659,12.324,6.912,3.906,0.016,12.408,-1.561,27.124,0.000,0.000,11.352
2630000000,485.747,10.835,12.574,-0.505,1.392,0.000,12.396,-1.572,26.961,0.000,0.000,11.777
2630500000,486.579,10.638,12.950,3.734,2.651,0.000,12.435,-1.582,27.398,0.000,0.000,11.922
2631000000,485.685,10.399,12.663,-4.527,4.434,0.000,12.422,-1.716,29.050,0.000,0.000,12.394
2631500000,485.021,10.675,12.441,6.371,1.183,0.009,12.434,-1.591,28.013,0.000,0.000,11.796
2632000000,485.327,10.358,12.967,7.253,3.017,0.000,12.445,-1.523,27.742,0.000,0.000,11.798
2632500000,484.867,10.826,12.714,-11.299,0.918,0.001,12.413,-1.764,29.156,0.000,0.000,11.496
2633000000,483.565,10.542,13.147,-5.997,1.123,0.000,12.405,-1.680,29.056,0.000,0.000,12.168
2633500000,484.930,10.521,13.014,-13.067,2.256,0.000,12.401,-1.741,28.694,0.000,0.000,11.675
2634000000,483.546,10.783,11.670,1.936,1.500,0.000,12.407,-1.613,27.610,0.000,0.000,12.103
2634500000,483.201,10.359,13.065,2.240,1.011,0.007,12.395,-1.633,27.848,0.000,0.000,12.100
2635000000,483.268,10.726,12.396,13.512,2.191,0.000,12.391,-1.631,27.722,0.000,0.000,11.930
2635500000,483.113,10.722,13.865,4.379,-1.087,0.008,12.401,-1.731,28.636,0.000,0.000,11.930
2636000000,483.063,10.710,13.286,-10.305,3.437,0.000,12.382,-1.642,28.822,0.000,0.000,11.921
2636500000,482.977,10.325,13.110,1.651,0.735,0.000,12.379,-1.550,27.240,0.000,0.000,11.414
2637000000,481.957,10.586,12.409,-5.795,3.114,0.014,12.401,-1.592,27.215,0.000,0.000,11.646
2637500000,481.851,10.340,11.877,-3.936,4.421,0.003,12.399,-1.503,27.658,0.000,0.000,11.832
2638000000,481.338,10.641,13.462,5.759,2.060,0.000,12.405,-1.597,27.606,0.000,0.000,11.641
2638500000,480.801,10.475,13.020,-6.136,2.236,0.000,12.420,-1.637,28.366,0.000,0.000,11.512
2639000000,481.156,10.597,13.438,9.779,3.974,0.000,12.403,-1.672,27.554,0.000,0.000,11.719
2639500000,480.057,10.344,12.611,-4.647,4.247,0.007,12.430,-1.599,28.395,0.000,0.000,12.127
2640000000,479.822,10.221,12.461,5.512,0.562,0.000,12.353,-1.702,28.848,0.000,0.000,11.915
2640500000,479.237,10.372,12.960,-1.877,1.745,0.002,12.436,-1.706,28.330,0.000,0.000,11.632
2641000000,479.650,10.299,12.866,-7.828,-0.756,0.011,12.393,-1.715,29.306,0.000,0.000,11.731
2641500000,478.782,10.381,12.686,-2.485,1.250,0.000,12.417,-1.640,27.599,0.000,0.000,12.096
2642000000,478.418,10.129,12.531,-5.724,0.699,0.007,12.371,-1.521,27.129,0.000,0.000,11.644
2642500000,477.514,10.243,12.940,8.537,3.318,0.000,12.384,-1.676,28.704,0.000,0.000,12.145
2643000000,477.836,10.538,12.162,5.469,2.902,0.000,12.421,-1.669,27.821,0.000,0.000,11.675
2643500000,476.848,10.335,12.129,3.077,1.175,0.017,12.393,-1.628,27.627,0.000,0.000,12.241
2644000000,477.257,10.249,12.751,3.691,1.442,0.019,12.400,-1.586,27.952,0.000,0.000,12.123
2644500000,476.831,10.379,12.506,4.913,2.800,0.007,12.406,-1.648,28.587,0.000,0.000,11.827
2645000000,475.715,10.448,12.077,-4.226,-0.422,0.000,12.439,-1.814,29.683,0.000,0.000,12.114
2645500000,475.719,10.797,12.073,-1.173,5.241,0.000,12.415,-1.601,27.924,0.000,0.000,11.868
2646000000,474.643,10.632,12.958,0.944,3.419,0.000,12.419,-1.657,28.607,0.000,0.000,12.171
2646500000,475.223,10.016,12.926,3.876,5.504,0.001,12.398,-1.775,28.954,0.000,0.000,12.002
2647000000,474.762,10.186,13.346,7.362,4.687,0.003,12.381,-1.529,26.574,0.000,0.000,11.680
2647500000,474.131,10.467,11.888,-6.035,4.136,0.000,12.427,-1.664,28.456,0.000,0.000,11.469
2648000000,472.735,10.395,13.101,6.366,5.166,0.000,12.387,-1.540,27.475,0.000,0.000,11.106
2648500000,473.064,10.212,12.430,0.566,1.796,0.008,12.435,-1.607,26.856,0.000,0.000,12.037
2649000000,472.993,10.423,12.780,2.455,2.710,0.012,12.436,-1.652,28.586,0.000,0.000,11.926
2649500000,472.581,10.568,12.365,-5.900,-1.629,0.000,12.379,-1.752,29.400,0.000,0.000,12.190
2650000000,471.961,10.875,12.681,1.753,1.310,0.000,12.387,-1.630,27.932,0.000,0.000,11.678
2650500000,471.780,10.245,13.058,-2.380,0.873,0.010,12.411,-1.696,28.602,0.000,0.000,11.694
2651000000,471.019,10.497,12.286,-19.879,0.697,0.026,12.423,-1.533,27.535,0.000,0.000,12.408
2651500000,470.897,10.395,13.141,2.628,1.688,0.000,12.376,-1.526,27.273,0.000,0.000,12.597
2652000000,470.057,10.760,12.265,10.990,-0.031,0.000,12.386,-1.591,27.077,0.000,0.000,12.284
2652500000,469.410,11.059,12.418,-5.976,1.647,0.000,12.401,-1.532,27.794,0.000,0.000,11.697
2653000000,469.274,10.629,12.633,4.470,0.229,0.000,12.389,-1.712,28.985,0.000,0.000,11.816
2653500000,468.857,10.216,13.051,0.578,1.173,0.008,12.380,-1.578,27.609,0.000,0.000,12.517
2654000000,468.507,10.614,11.754,0.301,4.663,0.000,12.437,-1.685,28.912,0.000,0.000,11.645
2654500000,467.440,10.508,12.525,2.992,2.535,0.000,12.354,-1.610,28.993,0.000,0.000,12.222
2655000000,467.894,10.784,12.071,-5.439,4.416,0.026,12.412,-1.668,28.653,0.000,0.000,11.762
2655500000,466.642,10.938,12.472,-1.759,3.772,0.000,12.381,-1.697,30.253,0.000,0.000,11.913
2656000000,466.940,10.927,13.798,3.047,3.172,0.000,12.398,-1.603,28.958,0.000,0.000,11.969
2656500000,466.597,10.744,13.386,7.841,1.206,0.000,12.417,-1.746,29.905,0.000,0.000,12.073
2657000000,465.963,10.534,12.393,-2.199,2.449,0.000,12.400,-1.820,30.595,0.000,0.000,12.298
2657500000,465.781,10.355,14.133,-3.193,3.477,0.000,12.386,-1.639,29.263,0.000,0.000,12.054
2658000000,464.570,10.394,13.460,-12.053,4.000,0.000,12.382,-1.661,28.119,0.000,0.000,11.556
2658500000,464.556,10.677,12.431,-5.340,3.634,0.000,12.392,-1.506,26.111,0.000,0.000,11.817
2659000000,464.479,10.890,11.915,5.286,3.098,0.000,12.402,-1.599,28.839,0.000,0.000,12.119
2659500000,463.907,10.678,13.486,-1.240,2.921,0.008,12.398,-1.669,28.896,0.000,0.000,11.350
2660000000,462.832,10.565,11.902,1.164,1.403,0.002,12.436,-1.577,27.662,0.000,0.000,11.826
2660500000,463.004,10.039,12.432,-8.914,3.249,0.000,12.391,-1.674,28.551,0.000,0.000,11.571
2661000000,462.267,10.313,13.005,-0.633,2.515,0.000,12.382,-1.516,26.209,0.000,0.000,12.126
2661500000,461.714,10.314,12.731,-1.980,0.757,0.021,12.376,-1.634,28.302,0.000,0.000,12.347
2662000000,461.648,10.704,12.812,-0.339,2.141,0.000,12.408,-1.700,29.201,0.000,0.000,11.873
2662500000,461.269,10.542,12.895,3.993,0.787,0.006,12.384,-1.668,27.853,0.000,0.000,12.114
2663000000,460.288,10.663,12.409,-6.850,2.260,0.000,12.413,-1.662,28.295,0.000,0.000,11.394
2663500000,460.134,10.475,12.480,-8.398,1.742,0.000,12.404,-1.559,28.104,0.000,0.000,12.334
2664000000,459.272,10.434,12.646,-7.292,3.114,0.002,12.400,-1.666,28.002,0.000,0.000,12.582
2664500000,458.646,10.703,13.537,0.961,0.885,0.000,12.392,-1.685,29.830,0.000,0.000,12.528
2665000000,458.883,10.204,12.173,-3.975,2.258,0.000,12.397,-1.534,27.453,0.000,0.000,11.633
2665500000,458.692,10.553,12.343,12.892,1.380,0.007,12.407,-1.633,28.903,0.000,0.000,12.202
2666000000,457.817,10.541,13.425,6.280,0.128,0.006,12.343,-1.743,29.067,0.000,0.000,11.751
2666500000,457.266,10.302,13.688,11.264,1.448,0.000,12.411,-1.502,26.884,0.000,0.000,11.722
2667000000,457.091,10.414,13.277,-8.139,3.097,0.002,12.408,-1.680,27.990,0.000,0.000,12.057
2667500000,456.539,10.458,12.766,-3.993,1.207,0.000,12.419,-1.702,29.198,0.000,0.000,12.207
2668000000,456.024,10.394,12.812,-1.273,2.207,0.000,12.424,-1.678,28.925,0.000,0.000,12.244
2668500000,455.278,10.833,13.225,0.944,0.752,0.000,12.427,-1.534,27.006,0.000,0.000,12.108
2669000000,455.474,10.366,13.881,-0.889,1.630,0.014,12.357,-1.642,28.775,0.000,0.000,12.475
2669500000,453.809,10.305,12.029,0.098,0.580,0.000,12.431,-1.688,29.190,0.000,0.000,12.150
2670000000,453.935,10.098,13.278,-0.200,3.084,0.000,12.396,-1.447,26.971,0.000,0.000,11.829
2670500000,453.585,10.311,12.618,5.755,1.574,0.002,12.403,-1.660,28.441,0.000,0.000,11.531
2671000000,453.456,10.542,12.258,-2.869,0.755,0.000,12.407,-1.781,29.202,0.000,0.000,11.659
2671500000,452.576,10.235,12.664,3.802,4.150,0.000,12.400,-1.614,28.398,0.000,0.000,11.754
2672000000,452.823,10.296,13.740,-7.748,2.626,0.016,12.413,-1.511,27.024,0.000,0.000,12.074
2672500000,450.884,10.268,12.535,3.407,4.723,0.000,12.368,-1.536,27.116,0.000,0.000,12.056
2673000000,451.254,10.214,13.025,2.053,2.952,0.016,12.416,-1.721,28.888,0.000,0.000,11.869
2673500000,450.256,10.584,13.086,-7.669,1.241,0.005,12.386,-1.596,28.115,0.000,0.000,11.966
2674000000,449.889,10.649,12.534,1.763,0.663,0.000,12.365,-1.725,29.838,0.000,0.000,12.021
2674500000,449.975,10.382,11.925,5.587,0.055,0.000,12.393,-1.759,29.451,0.000,0.000,11.726
2675000000,449.892,10.503,12.843,-11.299,1.666,0.000,12.396,-1.573,27.745,0.000,0.000,11.537
2675500000,449.196,10.535,12.519,2.333,1.527,0.007,12.381,-1.632,28.297,0.000,0.000,11.834
2676000000,447.767,10.436,13.547,5.709,2.502,0.000,12.403,-1.536,26.017,0.000,0.000,12.533
2676500000,448.068,10.563,11.648,5.910,4.687,0.011,12.396,-1.635,27.812,0.000,0.000,11.691
2677000000,447.254,10.551,12.598,11.617,4.412,0.000,12.421,-1.680,28.533,0.000,0.000,11.963
2677500000,446.520,10.526,12.563,0.310,2.163,0.000,12.402,-1.610,28.076,0.000,0.000,11.899
2678000000,445.865,10.495,12.617,3.014,1.638,0.000,12.404,-1.560,27.297,0.000,0.000,12.262
2678500000,445.928,10.836,12.483,-2.666,0.076,0.000,12.375,-1.537,28.204,0.000,0.000,12.234
2679000000,444.791,10.606,12.456,-7.203,3.743,0.012,12.385,-1.511,26.661,0.000,0.000,11.975
2679500000,444.313,10.672,12.105,5.959,4.323,0.000,12.435,-1.622,28.635,0.000,0.000,11.869
2680000000,444.664,10.624,12.467,6.958,2.365,0.000,12.376,-1.660,28.706,0.000,0.000,12.379
2680500000,444.065,10.537,13.189,-1.829,0.519,0.000,12.398,-1.629,27.376,0.000,0.000,12.414
2681000000,442.923,10.819,12.844,4.150,1.309,0.003,12.409,-1.695,28.436,0.000,0.000,12.523
2681500000,442.903,10.530,12.542,-4.247,1.536,0.016,12.419,-1.536,27.162,0.000,0.000,12.241
2682000000,442.944,10.563,12.169,-4.166,0.821,0.003,12.450,-1.645,29.161,0.000,0.000,12.045
2682500000,442.057,10.683,12.255,-7.818,2.479,0.002,12.404,-1.631,27.757,0.000,0.000,11.869
2683000000,441.551,10.559,12.796,3.495,2.648,0.000,12.405,-1.663,28.009,0.000,0.000,12.200
2683500000,441.062,10.322,12.409,-10.134,3.000,0.004,12.395,-1.625,29.012,0.000,0.000,12.082
2684000000,440.140,10.415,12.936,6.603,1.630,0.000,12.428,-1.590,27.535,0.000,0.000,11.262
2684500000,440.174,10.050,12.395,2.905,3.865,0.001,12.348,-1.824,29.515,0.000,0.000,12.714
2685000000,439.133,10.568,13.031,-5.083,3.525,0.000,12.412,-1.721,28.243,0.000,0.000,11.853
2685500000,438.849,10.694,12.480,7.598,0.271,0.000,12.428,-1.669,28.961,0.000,0.000,11.819
2686000000,438.649,10.354,12.543,-1.175,1.123,0.000,12.389,-1.619,27.355,0.000,0.000,12.472
2686500000,438.451,10.038,12.306,-1.537,0.964,0.000,12.385,-1.460,26.083,0.000,0.000,12.129
2687000000,437.845,10.930,12.788,-4.388,1.655,0.002,12.410,-1.474,27.570,0.000,0.000,12.256
2687500000,437.366,10.405,12.438,-5.357,2.504,0.000,12.410,-1.782,30.242,0.000,0.000,12.103
2688000000,436.872,10.285,12.417,8.499,-1.320,0.004,12.429,-1.642,28.194,0.000,0.000,12.621
2688500000,436.760,10.243,13.127,8.918,5.804,0.000,12.424,-1.717,29.529,0.000,0.000,11.838
2689000000,435.970,10.474,13.168,-2.562,4.408,0.000,12.403,-1.815,30.950,0.000,0.000,11.976
2689500000,435.436,10.423,12.658,8.872,3.785,0.000,12.410,-1.711,28.276,0.000,0.000,12.253
2690000000,434.370,10.510,12.358,1.165,-0.128,0.005,12.389,-1.772,28.928,0.000,0.000,12.225
2690500000,434.622,10.057,13.841,-4.467,-0.430,0.008,12.392,-1.662,29.117,0.000,0.000,12.570
2691000000,433.691,10.287,13.160,-5.904,1.335,0.000,12.387,-1.583,27.739,0.000,0.000,12.087
2691500000,433.466,10.427,13.318,-4.934,0.762,0.000,12.347,-1.682,29.280,0.000,0.000,12.465
2692000000,433.229,10.367,13.438,-2.812,5.013,0.000,12.407,-1.568,27.802,0.000,0.000,12.111
2692500000,432.456,10.008,13.074,-2.147,1.305,0.000,12.415,-1.645,27.442,0.000,0.000,12.217
2693000000,432.355,10.289,13.469,0.950,0.688,0.000,12.361,-1.528,28.186,0.000,0.000,12.172
2693500000,432.382,10.483,13.403,7.290,0.970,0.000,12.399,-1.720,29.119,0.000,0.000,12.178
2694000000,431.338,10.336,11.905,-0.282,1.337,0.000,12.400,-1.578,27.172,0.000,0.000,12.544
2694500000,430.799,10.582,12.821,2.162,1.030,0.028,12.395,-1.708,29.851,0.000,0.000,12.644
2695000000,429.714,10.335,12.621,1.971,1.741,0.000,12.417,-1.609,27.908,0.000,0.000,12.200
2695500000,429.609,10.428,12.361,8.117,-0.936,0.018,12.424,-1.624,27.867,0.000,0.000,12.071
2696000000,429.247,10.564,12.935,2.914,2.835,0.007,12.428,-1.599,27.101,0.000,0.000,12.531
2696500000,429.066,10.199,12.380,6.173,1.900,0.009,12.375,-1.700,29.134,0.000,0.000,12.212
2697000000,428.835,10.538,12.748,13.739,1.459,0.000,12.393,-1.551,26.977,0.000,0.000,12.701
2697500000,427.929,10.183,11.755,1.765,3.297,0.002,12.452,-1.517,27.443,0.000,0.000,12.850
2698000000,427.046,10.597,12.709,1.605,3.423,0.000,12.401,-1.603,27.438,0.000,0.000,12.313
2698500000,427.137,10.598,12.427,2.253,-1.480,0.000,12.397,-1.621,28.650,0.000,0.000,12.246
